市县匹配键,特征值,特征数量,特征字段
东莞_东莞,嬭讀如米,1,標準化語音特徵
东莞_东莞,嬭讀如襧,1,標準化語音特徵
东莞_东莞,平聲讀去,7,標準化語音特徵
东莞_东莞,弟讀如地,1,標準化語音特徵
东莞_东莞,挼讀如挪,1,標準化語音特徵
东莞_东莞,文魂近讀 / 臻攝內部近讀,12,標準化語音特徵
东莞_东莞,日母字異讀,1,標準化語音特徵
东莞_东莞,暫不提取,38,標準化語音特徵
东莞_东莞,有厚近混,3,標準化語音特徵
东莞_东莞,毒讀如代,1,標準化語音特徵
东莞_东莞,清濁聲母差異或清濁標記,5,標準化語音特徵
东莞_东莞,睇讀若體,1,標準化語音特徵
东莞_东莞,知讀如地平聲,1,標準化語音特徵
东莞_东莞,脢讀如梅,1,標準化語音特徵
东莞_东莞,腩讀乃林切,1,標準化語音特徵
东莞_东莞,豪歌近混,1,標準化語音特徵
东莞_东莞,跛讀如彼平聲,1,標準化語音特徵
东莞_东莞,輕唇讀重唇 / 重唇音保存,1,標準化語音特徵
东莞_东莞,騃讀若厓,1,標準化語音特徵
中山_中山,日母字異讀,3,標準化語音特徵
中山_中山,暫不提取,3,標準化語音特徵
云浮_新兴,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
云浮_新兴,魚虞支微相通,1,標準化語音特徵
云浮_罗定,上聲相關變讀,1,標準化語音特徵
云浮_罗定,來讀釐,1,標準化語音特徵
云浮_罗定,來讀黎,1,標準化語音特徵
云浮_罗定,姣讀巧平聲,1,標準化語音特徵
云浮_罗定,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
云浮_罗定,暫不提取,2,標準化語音特徵
云浮_罗定,釐轉爲黎,1,標準化語音特徵
佛山_顺德,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
佛山_顺德,暫不提取,10,標準化語音特徵
佛山_高明,暫不提取,8,標準化語音特徵
广州_从化,上聲相關變讀,4,標準化語音特徵
广州_从化,之咍近混,1,標準化語音特徵
广州_从化,仔讀濟,1,標準化語音特徵
广州_从化,來讀黎,1,標準化語音特徵
广州_从化,孻讀賴平聲,1,標準化語音特徵
广州_从化,屘讀米,1,標準化語音特徵
广州_从化,崽讀宰,2,標準化語音特徵
广州_从化,搋讀釵,1,標準化語音特徵
广州_从化,效攝與遇攝近讀,7,標準化語音特徵
广州_从化,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_从化,暫不提取,19,標準化語音特徵
广州_从化,有厚近混,4,標準化語音特徵
广州_从化,省會造讀在路切,1,標準化語音特徵
广州_从化,虞模近混,2,標準化語音特徵
广州_从化,遇止近讀,1,標準化語音特徵
广州_从化,齊咍近混,1,標準化語音特徵
广州_南沙,上聲相關變讀,4,標準化語音特徵
广州_南沙,之咍近混,1,標準化語音特徵
广州_南沙,仔讀濟,1,標準化語音特徵
广州_南沙,來讀黎,1,標準化語音特徵
广州_南沙,孻讀賴平聲,1,標準化語音特徵
广州_南沙,屘讀米,1,標準化語音特徵
广州_南沙,崽讀宰,2,標準化語音特徵
广州_南沙,搋讀釵,1,標準化語音特徵
广州_南沙,效攝與遇攝近讀,7,標準化語音特徵
广州_南沙,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_南沙,暫不提取,19,標準化語音特徵
广州_南沙,有厚近混,4,標準化語音特徵
广州_南沙,省會造讀在路切,1,標準化語音特徵
广州_南沙,虞模近混,2,標準化語音特徵
广州_南沙,遇止近讀,1,標準化語音特徵
广州_南沙,齊咍近混,1,標準化語音特徵
广州_增城,上聲相關變讀,6,標準化語音特徵
广州_增城,之咍近混,1,標準化語音特徵
广州_增城,仔讀濟,1,標準化語音特徵
广州_增城,來讀黎,1,標準化語音特徵
广州_增城,去聲相關變讀,1,標準化語音特徵
广州_增城,孻讀賴平聲,1,標準化語音特徵
广州_增城,屘讀米,1,標準化語音特徵
广州_增城,崽讀宰,2,標準化語音特徵
广州_增城,搋讀釵,1,標準化語音特徵
广州_增城,效攝與遇攝近讀,7,標準化語音特徵
广州_增城,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
广州_增城,暫不提取,31,標準化語音特徵
广州_增城,有厚近混,5,標準化語音特徵
广州_增城,省會造讀在路切,1,標準化語音特徵
广州_增城,虞模近混,2,標準化語音特徵
广州_增城,遇止近讀,1,標準化語音特徵
广州_增城,齊咍近混,1,標準化語音特徵
广州_增城,𠜱讀批,1,標準化語音特徵
广州_增城,𨉹𨊛讀赤厲,1,標準化語音特徵
广州_天河,上聲相關變讀,4,標準化語音特徵
广州_天河,之咍近混,1,標準化語音特徵
广州_天河,仔讀濟,1,標準化語音特徵
广州_天河,來讀黎,1,標準化語音特徵
广州_天河,孻讀賴平聲,1,標準化語音特徵
广州_天河,屘讀米,1,標準化語音特徵
广州_天河,崽讀宰,2,標準化語音特徵
广州_天河,搋讀釵,1,標準化語音特徵
广州_天河,效攝與遇攝近讀,7,標準化語音特徵
广州_天河,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_天河,暫不提取,19,標準化語音特徵
广州_天河,有厚近混,4,標準化語音特徵
广州_天河,省會造讀在路切,1,標準化語音特徵
广州_天河,虞模近混,2,標準化語音特徵
广州_天河,遇止近讀,1,標準化語音特徵
广州_天河,齊咍近混,1,標準化語音特徵
广州_海珠,上聲相關變讀,4,標準化語音特徵
广州_海珠,之咍近混,1,標準化語音特徵
广州_海珠,仔讀濟,1,標準化語音特徵
广州_海珠,來讀黎,1,標準化語音特徵
广州_海珠,孻讀賴平聲,1,標準化語音特徵
广州_海珠,屘讀米,1,標準化語音特徵
广州_海珠,崽讀宰,2,標準化語音特徵
广州_海珠,搋讀釵,1,標準化語音特徵
广州_海珠,效攝與遇攝近讀,7,標準化語音特徵
广州_海珠,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_海珠,暫不提取,19,標準化語音特徵
广州_海珠,有厚近混,4,標準化語音特徵
广州_海珠,省會造讀在路切,1,標準化語音特徵
广州_海珠,虞模近混,2,標準化語音特徵
广州_海珠,遇止近讀,1,標準化語音特徵
广州_海珠,齊咍近混,1,標準化語音特徵
广州_番禺,上聲相關變讀,4,標準化語音特徵
广州_番禺,之咍近混,1,標準化語音特徵
广州_番禺,仔讀濟,1,標準化語音特徵
广州_番禺,來讀黎,1,標準化語音特徵
广州_番禺,孻讀賴平聲,1,標準化語音特徵
广州_番禺,屘讀米,1,標準化語音特徵
广州_番禺,崽讀宰,2,標準化語音特徵
广州_番禺,搋讀釵,1,標準化語音特徵
广州_番禺,效攝與遇攝近讀,7,標準化語音特徵
广州_番禺,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_番禺,日母字異讀,2,標準化語音特徵
广州_番禺,暫不提取,19,標準化語音特徵
广州_番禺,有厚近混,4,標準化語音特徵
广州_番禺,省會造讀在路切,1,標準化語音特徵
广州_番禺,虞模近混,2,標準化語音特徵
广州_番禺,遇止近讀,1,標準化語音特徵
广州_番禺,齊咍近混,1,標準化語音特徵
广州_白云,上聲相關變讀,4,標準化語音特徵
广州_白云,之咍近混,1,標準化語音特徵
广州_白云,仔讀濟,1,標準化語音特徵
广州_白云,來讀黎,1,標準化語音特徵
广州_白云,孻讀賴平聲,1,標準化語音特徵
广州_白云,屘讀米,1,標準化語音特徵
广州_白云,崽讀宰,2,標準化語音特徵
广州_白云,搋讀釵,1,標準化語音特徵
广州_白云,效攝與遇攝近讀,7,標準化語音特徵
广州_白云,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_白云,暫不提取,19,標準化語音特徵
广州_白云,有厚近混,4,標準化語音特徵
广州_白云,省會造讀在路切,1,標準化語音特徵
广州_白云,虞模近混,2,標準化語音特徵
广州_白云,遇止近讀,1,標準化語音特徵
广州_白云,齊咍近混,1,標準化語音特徵
广州_花都,上聲相關變讀,4,標準化語音特徵
广州_花都,之咍近混,1,標準化語音特徵
广州_花都,仔讀濟,1,標準化語音特徵
广州_花都,來讀黎,1,標準化語音特徵
广州_花都,孻讀賴平聲,1,標準化語音特徵
广州_花都,屘讀米,1,標準化語音特徵
广州_花都,崽讀宰,2,標準化語音特徵
广州_花都,搋讀釵,1,標準化語音特徵
广州_花都,效攝與遇攝近讀,7,標準化語音特徵
广州_花都,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_花都,暫不提取,19,標準化語音特徵
广州_花都,有厚近混,4,標準化語音特徵
广州_花都,省會造讀在路切,1,標準化語音特徵
广州_花都,虞模近混,2,標準化語音特徵
广州_花都,遇止近讀,1,標準化語音特徵
广州_花都,齊咍近混,1,標準化語音特徵
广州_荔湾,上聲相關變讀,4,標準化語音特徵
广州_荔湾,之咍近混,1,標準化語音特徵
广州_荔湾,仔讀濟,1,標準化語音特徵
广州_荔湾,來讀黎,1,標準化語音特徵
广州_荔湾,孻讀賴平聲,1,標準化語音特徵
广州_荔湾,屘讀米,1,標準化語音特徵
广州_荔湾,崽讀宰,2,標準化語音特徵
广州_荔湾,搋讀釵,1,標準化語音特徵
广州_荔湾,效攝與遇攝近讀,7,標準化語音特徵
广州_荔湾,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_荔湾,暫不提取,19,標準化語音特徵
广州_荔湾,有厚近混,4,標準化語音特徵
广州_荔湾,省會造讀在路切,1,標準化語音特徵
广州_荔湾,虞模近混,2,標準化語音特徵
广州_荔湾,遇止近讀,1,標準化語音特徵
广州_荔湾,齊咍近混,1,標準化語音特徵
广州_越秀,㱣讀腿,1,標準化語音特徵
广州_越秀,㱬讀委,1,標準化語音特徵
广州_越秀,䏁讀若焙,1,標準化語音特徵
广州_越秀,上去互變,1,標準化語音特徵
广州_越秀,上聲相關變讀,10,標準化語音特徵
广州_越秀,之咍近混,1,標準化語音特徵
广州_越秀,乜讀米野切音,1,標準化語音特徵
广州_越秀,仔讀濟,1,標準化語音特徵
广州_越秀,來讀若釐,1,標準化語音特徵
广州_越秀,來讀釐,1,標準化語音特徵
广州_越秀,來讀黎,1,標準化語音特徵
广州_越秀,偙讀若曳,1,標準化語音特徵
广州_越秀,入聲變讀,2,標準化語音特徵
广州_越秀,入聲韻近讀,1,標準化語音特徵
广州_越秀,勑讀若酹,1,標準化語音特徵
广州_越秀,去聲相關變讀,13,標準化語音特徵
广州_越秀,孻讀賴平聲,1,標準化語音特徵
广州_越秀,屘讀米,1,標準化語音特徵
广州_越秀,崽讀宰,2,標準化語音特徵
广州_越秀,徯醯讀若兒嬉,1,標準化語音特徵
广州_越秀,揩讀丘皆切,1,標準化語音特徵
广州_越秀,搋讀釵,2,標準化語音特徵
广州_越秀,效攝與遇攝近讀,7,標準化語音特徵
广州_越秀,文魂近讀 / 臻攝內部近讀,8,標準化語音特徵
广州_越秀,暫不提取,75,標準化語音特徵
广州_越秀,有厚近混,8,標準化語音特徵
广州_越秀,棱讀平聲,1,標準化語音特徵
广州_越秀,檇讀若對,1,標準化語音特徵
广州_越秀,清濁聲母差異或清濁標記,1,標準化語音特徵
广州_越秀,省會造讀在路切,1,標準化語音特徵
广州_越秀,虞模近混,2,標準化語音特徵
广州_越秀,輕唇讀重唇 / 重唇音保存,4,標準化語音特徵
广州_越秀,遇止近讀,4,標準化語音特徵
广州_越秀,齊咍近混,1,標準化語音特徵
广州_越秀,𠜱讀批,1,標準化語音特徵
广州_越秀,𢉿讀若灑,1,標準化語音特徵
广州_越秀,𢻹讀批,1,標準化語音特徵
广州_黄埔,上聲相關變讀,4,標準化語音特徵
广州_黄埔,之咍近混,1,標準化語音特徵
广州_黄埔,仔讀濟,1,標準化語音特徵
广州_黄埔,來讀黎,1,標準化語音特徵
广州_黄埔,孻讀賴平聲,1,標準化語音特徵
广州_黄埔,屘讀米,1,標準化語音特徵
广州_黄埔,崽讀宰,2,標準化語音特徵
广州_黄埔,搋讀釵,1,標準化語音特徵
广州_黄埔,效攝與遇攝近讀,7,標準化語音特徵
广州_黄埔,文魂近讀 / 臻攝內部近讀,1,標準化語音特徵
广州_黄埔,暫不提取,19,標準化語音特徵
广州_黄埔,有厚近混,4,標準化語音特徵
广州_黄埔,省會造讀在路切,1,標準化語音特徵
广州_黄埔,虞模近混,2,標準化語音特徵
广州_黄埔,遇止近讀,1,標準化語音特徵
广州_黄埔,齊咍近混,1,標準化語音特徵
惠州_博罗,庚陽近混,2,標準化語音特徵
惠州_博罗,暫不提取,7,標準化語音特徵
惠州_博罗,齊灰近混,2,標準化語音特徵
惠州_惠东,庚陽近混,2,標準化語音特徵
惠州_惠东,暫不提取,3,標準化語音特徵
惠州_惠东,齊灰近混,2,標準化語音特徵
惠州_惠城,庚陽近混,2,標準化語音特徵
惠州_惠城,暫不提取,7,標準化語音特徵
惠州_惠城,齊灰近混,2,標準化語音特徵
惠州_惠阳,孻讀賴,1,標準化語音特徵
惠州_惠阳,崽讀宰,1,標準化語音特徵
惠州_惠阳,庚陽近混,3,標準化語音特徵
惠州_惠阳,文魂近讀 / 臻攝內部近讀,5,標準化語音特徵
惠州_惠阳,暫不提取,13,標準化語音特徵
惠州_惠阳,有厚近混,1,標準化語音特徵
惠州_惠阳,溪讀開,1,標準化語音特徵
惠州_惠阳,齊灰近混,2,標準化語音特徵
惠州_龙门,庚陽近混,2,標準化語音特徵
惠州_龙门,暫不提取,3,標準化語音特徵
惠州_龙门,齊灰近混,2,標準化語音特徵
揭阳_惠来,世讀作細,1,標準化語音特徵
揭阳_惠来,前讀作哉,1,標準化語音特徵
揭阳_惠来,啼讀作梯,2,標準化語音特徵
揭阳_惠来,四讀作細,1,標準化語音特徵
揭阳_惠来,四讀細,1,標準化語音特徵
揭阳_惠来,天讀作梯,1,標準化語音特徵
揭阳_惠来,扇讀作細,1,標準化語音特徵
揭阳_惠来,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
揭阳_惠来,暫不提取,11,標準化語音特徵
揭阳_惠来,有厚近混,5,標準化語音特徵
揭阳_惠来,添讀作梯,1,標準化語音特徵
揭阳_惠来,牙喉音相關混讀,1,標準化語音特徵
揭阳_惠来,耳讀繫,1,標準化語音特徵
揭阳_惠来,西讀作腮,1,標準化語音特徵
揭阳_惠来,髻讀莊,1,標準化語音特徵
揭阳_揭东,世讀作細,1,標準化語音特徵
揭阳_揭东,世讀細,1,標準化語音特徵
揭阳_揭东,前讀作哉,1,標準化語音特徵
揭阳_揭东,啼讀作梯,2,標準化語音特徵
揭阳_揭东,啼讀梯,1,標準化語音特徵
揭阳_揭东,四讀作細,1,標準化語音特徵
揭阳_揭东,四讀細,2,標準化語音特徵
揭阳_揭东,天讀作梯,1,標準化語音特徵
揭阳_揭东,天讀梯,2,標準化語音特徵
揭阳_揭东,扇讀作細,1,標準化語音特徵
揭阳_揭东,扇讀細,1,標準化語音特徵
揭阳_揭东,文魂近讀 / 臻攝內部近讀,3,標準化語音特徵
揭阳_揭东,暫不提取,27,標準化語音特徵
揭阳_揭东,有厚近混,12,標準化語音特徵
揭阳_揭东,有音無字，與諸郡不相通,1,標準化語音特徵
揭阳_揭东,添讀作梯,1,標準化語音特徵
揭阳_揭东,添讀梯,1,標準化語音特徵
揭阳_揭东,牙喉音相關混讀,2,標準化語音特徵
揭阳_揭东,耳讀繫,2,標準化語音特徵
揭阳_揭东,西讀作腮,1,標準化語音特徵
揭阳_揭东,髻讀莊,1,標準化語音特徵
揭阳_揭西,世讀作細,1,標準化語音特徵
揭阳_揭西,世讀細,1,標準化語音特徵
揭阳_揭西,前讀作哉,1,標準化語音特徵
揭阳_揭西,啼讀作梯,2,標準化語音特徵
揭阳_揭西,啼讀梯,1,標準化語音特徵
揭阳_揭西,四讀作細,1,標準化語音特徵
揭阳_揭西,四讀細,2,標準化語音特徵
揭阳_揭西,天讀作梯,1,標準化語音特徵
揭阳_揭西,天讀梯,2,標準化語音特徵
揭阳_揭西,扇讀作細,1,標準化語音特徵
揭阳_揭西,扇讀細,1,標準化語音特徵
揭阳_揭西,文魂近讀 / 臻攝內部近讀,3,標準化語音特徵
揭阳_揭西,暫不提取,27,標準化語音特徵
揭阳_揭西,有厚近混,12,標準化語音特徵
揭阳_揭西,有音無字，與諸郡不相通,1,標準化語音特徵
揭阳_揭西,添讀作梯,1,標準化語音特徵
揭阳_揭西,添讀梯,1,標準化語音特徵
揭阳_揭西,牙喉音相關混讀,2,標準化語音特徵
揭阳_揭西,耳讀繫,2,標準化語音特徵
揭阳_揭西,西讀作腮,1,標準化語音特徵
揭阳_揭西,髻讀莊,1,標準化語音特徵
揭阳_普宁,上聲相關變讀,2,標準化語音特徵
揭阳_普宁,世讀作細,1,標準化語音特徵
揭阳_普宁,入聲韻近讀,1,標準化語音特徵
揭阳_普宁,前讀作哉,1,標準化語音特徵
揭阳_普宁,去聲相關變讀,3,標準化語音特徵
揭阳_普宁,啼讀作梯,2,標準化語音特徵
揭阳_普宁,四讀作細,1,標準化語音特徵
揭阳_普宁,四讀細,2,標準化語音特徵
揭阳_普宁,四讀若細,1,標準化語音特徵
揭阳_普宁,天讀作梯,1,標準化語音特徵
揭阳_普宁,夫讀若不平聲,1,標準化語音特徵
揭阳_普宁,娘讀若搦平聲,1,標準化語音特徵
揭阳_普宁,扇讀作細,1,標準化語音特徵
揭阳_普宁,擔讀若大平聲,1,標準化語音特徵
揭阳_普宁,文魂近讀 / 臻攝內部近讀,8,標準化語音特徵
揭阳_普宁,暫不提取,46,標準化語音特徵
揭阳_普宁,書讀資,1,標準化語音特徵
揭阳_普宁,有厚近混,12,標準化語音特徵
揭阳_普宁,添讀作梯,1,標準化語音特徵
揭阳_普宁,牙喉音相關混讀,2,標準化語音特徵
揭阳_普宁,糜讀若撮口呼梅,1,標準化語音特徵
揭阳_普宁,罷讀若批,1,標準化語音特徵
揭阳_普宁,耳讀繫,1,標準化語音特徵
揭阳_普宁,腳讀若卡平聲,1,標準化語音特徵
揭阳_普宁,西讀作腮,1,標準化語音特徵
揭阳_普宁,鞋讀哀,1,標準化語音特徵
揭阳_普宁,鞋讀若撮口呼哀,1,標準化語音特徵
揭阳_普宁,香讀若歇平聲,1,標準化語音特徵
揭阳_普宁,髻讀莊,1,標準化語音特徵
揭阳_榕城,世讀作細,1,標準化語音特徵
揭阳_榕城,前讀作哉,1,標準化語音特徵
揭阳_榕城,啼讀作梯,2,標準化語音特徵
揭阳_榕城,四讀作細,1,標準化語音特徵
揭阳_榕城,四讀細,1,標準化語音特徵
揭阳_榕城,天讀作梯,1,標準化語音特徵
揭阳_榕城,扇讀作細,1,標準化語音特徵
揭阳_榕城,文魂近讀 / 臻攝內部近讀,2,標準化語音特徵
揭阳_榕城,暫不提取,11,標準化語音特徵
揭阳_榕城,有厚近混,5,標準化語音特徵
揭阳_榕城,添讀作梯,1,標準化語音特徵
揭阳_榕城,牙喉音相關混讀,1,標準化語音特徵
揭阳_榕城,耳讀繫,1,標準化語音特徵
揭阳_榕城,西讀作腮,1,標準化語音特徵
揭阳_榕城,髻讀莊,1,標準化語音特徵
梅州_丰顺,㧡讀恝平聲,1,標準化語音特徵
梅州_丰顺,上聲相關變讀,1,標準化語音特徵
梅州_丰顺,侅讀怪,1,標準化語音特徵
梅州_丰顺,入聲變讀,1,標準化語音特徵
梅州_丰顺,勁讀井平聲,1,標準化語音特徵
梅州_丰顺,去聲相關變讀,8,標準化語音特徵
梅州_丰顺,吾讀如涯,1,標準化語音特徵
梅州_丰顺,吾讀雅平聲,1,標準化語音特徵
梅州_丰顺,喙讀許穢切,1,標準化語音特徵
梅州_丰顺,孻讀如賴,1,標準化語音特徵
梅州_丰顺,庚東近讀,1,標準化語音特徵
梅州_丰顺,庚鍾近讀,1,標準化語音特徵
梅州_丰顺,弟讀如梯平聲,1,標準化語音特徵
梅州_丰顺,我讀厓,1,標準化語音特徵
梅州_丰顺,括讀塊平聲,1,標準化語音特徵
梅州_丰顺,攪讀校平聲,1,標準化語音特徵
梅州_丰顺,攪讀若校,1,標準化語音特徵
梅州_丰顺,文魂近讀 / 臻攝內部近讀,8,標準化語音特徵
梅州_丰顺,暫不提取,31,標準化語音特徵
梅州_丰顺,有厚近混,8,標準化語音特徵
梅州_丰顺,梗攝入臻攝,4,標準化語音特徵
梅州_丰顺,牙喉音相關混讀,2,標準化語音特徵
梅州_丰顺,竫讀井平聲,1,標準化語音特徵
梅州_丰顺,菜讀倉代切,1,標準化語音特徵
梅州_丰顺,蒸清近混,1,標準化語音特徵
梅州_丰顺,薺泰近混,1,標準化語音特徵
梅州_丰顺,諣讀如卦,1,標準化語音特徵
梅州_丰顺,遇止近讀,2,標準化語音特徵
梅州_丰顺,陌麥近混,2,標準化語音特徵
梅州_丰顺,餽讀徙平聲,1,標準化語音特徵
梅州_丰顺,𤸁讀與吠疊韻,1,標準化語音特徵
梅州_五华,㧡讀恝平聲,1,標準化語音特徵
梅州_五华,上聲相關變讀,1,標準化語音特徵
梅州_五华,侅讀怪,1,標準化語音特徵
梅州_五华,入聲變讀,1,標準化語音特徵
梅州_五华,勁讀井平聲,1,標準化語音特徵
梅州_五华,去聲相關變讀,8,標準化語音特徵
梅州_五华,吾讀雅平聲,1,標準化語音特徵
梅州_五华,喙讀許穢切,1,標準化語音特徵
梅州_五华,孻讀如賴,1,標準化語音特徵
梅州_五华,庚東近讀,1,標準化語音特徵
梅州_五华,庚鍾近讀,1,標準化語音特徵
梅州_五华,我讀厓,1,標準化語音特徵
梅州_五华,括讀塊平聲,1,標準化語音特徵
梅州_五华,攪讀校平聲,1,標準化語音特徵
梅州_五华,攪讀若校,1,標準化語音特徵
梅州_五华,文魂近讀 / 臻攝內部近讀,7,標準化語音特徵
梅州_五华,暫不提取,33,標準化語音特徵
梅州_五华,有厚近混,7,標準化語音特徵
梅州_五华,梗攝入臻攝,4,標準化語音特徵
梅州_五华,牙喉音相關混讀,2,標準化語音特徵
梅州_五华,竫讀井平聲,1,標準化語音特徵
梅州_五华,蒸清近混,1,標準化語音特徵
梅州_五华,薺泰近混,1,標準化語音特徵
梅州_五华,諣讀如卦,1,標準化語音特徵
梅州_五华,遇止近讀,1,標準化語音特徵
梅州_五华,餽讀徙平聲,1,標準化語音特徵
梅州_五华,𤸁讀與吠疊韻,1,標準化語音特徵
梅州_兴宁,㧡讀恝平聲,1,標準化語音特徵
梅州_兴宁,上聲相關變讀,2,標準化語音特徵
梅州_兴宁,侅讀怪,1,標準化語音特徵
梅州_兴宁,入聲變讀,1,標準化語音特徵
梅州_兴宁,勁讀井平聲,1,標準化語音特徵
梅州_兴宁,去聲相關變讀,8,標準化語音特徵
梅州_兴宁,吾讀雅平聲,1,標準化語音特徵
梅州_兴宁,喙讀許穢切,1,標準化語音特徵
梅州_兴宁,太大不辨,1,標準化語音特徵
梅州_兴宁,孻讀如賴,1,標準化語音特徵
梅州_兴宁,庚東近讀,1,標準化語音特徵
梅州_兴宁,庚鍾近讀,1,標準化語音特徵
梅州_兴宁,庚陽近混,1,標準化語音特徵
梅州_兴宁,微灰近混,1,標準化語音特徵
梅州_兴宁,德麥近讀,1,標準化語音特徵
梅州_兴宁,我讀厓,1,標準化語音特徵
梅州_兴宁,括讀塊平聲,1,標準化語音特徵
梅州_兴宁,攪讀校平聲,1,標準化語音特徵
梅州_兴宁,攪讀若校,1,標準化語音特徵
梅州_兴宁,文魂近讀 / 臻攝內部近讀,9,標準化語音特徵
梅州_兴宁,昔藥近讀,1,標準化語音特徵
梅州_兴宁,暫不提取,45,標準化語音特徵
梅州_兴宁,有厚近混,9,標準化語音特徵
梅州_兴宁,梗攝入臻攝,4,標準化語音特徵
梅州_兴宁,模魚近混,2,標準化語音特徵
梅州_兴宁,清陽近讀,1,標準化語音特徵
梅州_兴宁,牙喉音相關混讀,4,標準化語音特徵
梅州_兴宁,竫讀井平聲,1,標準化語音特徵
梅州_兴宁,蒸清近混,1,標準化語音特徵
梅州_兴宁,薺泰近混,1,標準化語音特徵
梅州_兴宁,諣讀如卦,1,標準化語音特徵
梅州_兴宁,豪肴近混,1,標準化語音特徵
梅州_兴宁,遇止近讀,1,標準化語音特徵
梅州_兴宁,青陽近讀,1,標準化語音特徵
梅州_兴宁,餽讀徙平聲,1,標準化語音特徵
梅州_兴宁,魚之近混,2,標準化語音特徵
梅州_兴宁,齊咍近混,1,標準化語音特徵
梅州_兴宁,齊灰近混,1,標準化語音特徵
梅州_兴宁,𤸁讀與吠疊韻,1,標準化語音特徵
梅州_大埔,㧡讀恝平聲,1,標準化語音特徵
梅州_大埔,上聲相關變讀,21,標準化語音特徵
梅州_大埔,侅讀怪,1,標準化語音特徵
梅州_大埔,入聲變讀,12,標準化語音特徵
梅州_大埔,劉讀ㄌㄧ陽平,1,標準化語音特徵
梅州_大埔,勁讀井平聲,1,標準化語音特徵
梅州_大埔,勤讀ㄑㄧㄣ陽平,1,標準化語音特徵
梅州_大埔,匱讀ㄎㄨㄟ平聲,1,標準化語音特徵
梅州_大埔,去聲相關變讀,31,標準化語音特徵
